Code,Description,Genus Code
STD_PS_4013502,Std. Cost Prod. Scheme for Item 4013502,
STD_PS_4013503,Std. Cost Prod. Scheme for Item 4013503,
STD_PS_4013504,Std. Cost Prod. Scheme for Item 4013504,
STD_PS_4013505,Std. Cost Prod. Scheme for Item 4013505,
STD_PS_4013506,Std. Cost Prod. Scheme for Item 4013506,
STD_PS_4013507,Std. Cost Prod. Scheme for Item 4013507,
STD_PS_4013508,Std. Cost Prod. Scheme for Item 4013508,
STD_PS_4013509,Std. Cost Prod. Scheme for Item 4013509,
STD_PS_4013510,Std. Cost Prod. Scheme for Item 4013510,
STD_PS_4013511,Std. Cost Prod. Scheme for Item 4013511,
STD_PS_4013512,Std. Cost Prod. Scheme for Item 4013512,
STD_PS_4013513,Std. Cost Prod. Scheme for Item 4013513,
STD_PS_4013514,Std. Cost Prod. Scheme for Item 4013514,
STD_PS_4013515,Std. Cost Prod. Scheme for Item 4013515,
STD_PS_4013516,Std. Cost Prod. Scheme for Item 4013516,
STD_PS_4013517,Std. Cost Prod. Scheme for Item 4013517,
STD_PS_4013518,Std. Cost Prod. Scheme for Item 4013518,
STD_PS_4013519,Std. Cost Prod. Scheme for Item 4013519,
STD_PS_4013520,Std. Cost Prod. Scheme for Item 4013520,
STD_PS_4013521,Std. Cost Prod. Scheme for Item 4013521,
STD_PS_4013522,Std. Cost Prod. Scheme for Item 4013522,
STD_PS_4013523,Std. Cost Prod. Scheme for Item 4013523,
STD_PS_4013524,Std. Cost Prod. Scheme for Item 4013524,
STD_PS_4013525,Std. Cost Prod. Scheme for Item 4013525,
STD_PS_4013526,Std. Cost Prod. Scheme for Item 4013526,
STD_PS_4013527,Std. Cost Prod. Scheme for Item 4013527,
STD_PS_4013528,Std. Cost Prod. Scheme for Item 4013528,
STD_PS_4013529,Std. Cost Prod. Scheme for Item 4013529,
STD_PS_4013530,Std. Cost Prod. Scheme for Item 4013530,
STD_PS_4013531,Std. Cost Prod. Scheme for Item 4013531,
STD_PS_4013532,Std. Cost Prod. Scheme for Item 4013532,
STD_PS_4013533,Std. Cost Prod. Scheme for Item 4013533,
STD_PS_4013534,Std. Cost Prod. Scheme for Item 4013534,
STD_PS_4013535,Std. Cost Prod. Scheme for Item 4013535,
STD_PS_4013536,Std. Cost Prod. Scheme for Item 4013536,
STD_PS_4013537,Std. Cost Prod. Scheme for Item 4013537,
STD_PS_4013538,Std. Cost Prod. Scheme for Item 4013538,
STD_PS_4013539,Std. Cost Prod. Scheme for Item 4013539,
STD_PS_4013540,Std. Cost Prod. Scheme for Item 4013540,
STD_PS_4013541,Std. Cost Prod. Scheme for Item 4013541,
STD_PS_4013542,Std. Cost Prod. Scheme for Item 4013542,
STD_PS_4013543,Std. Cost Prod. Scheme for Item 4013543,
STD_PS_4013544,Std. Cost Prod. Scheme for Item 4013544,
STD_PS_4013545,Std. Cost Prod. Scheme for Item 4013545,
STD_PS_4013546,Std. Cost Prod. Scheme for Item 4013546,
STD_PS_4013547,Std. Cost Prod. Scheme for Item 4013547,
STD_PS_4013548,Std. Cost Prod. Scheme for Item 4013548,
STD_PS_4013549,Std. Cost Prod. Scheme for Item 4013549,
STD_PS_4013550,Std. Cost Prod. Scheme for Item 4013550,
STD_PS_4013551,Std. Cost Prod. Scheme for Item 4013551,
STD_PS_4013552,Std. Cost Prod. Scheme for Item 4013552,
STD_PS_4013554,Std. Cost Prod. Scheme for Item 4013554,
STD_PS_4013555,Std. Cost Prod. Scheme for Item 4013555,
STD_PS_4013559,Std. Cost Prod. Scheme for Item 4013559,
STD_PS_4013560,Std. Cost Prod. Scheme for Item 4013560,
STD_PS_4013561,Std. Cost Prod. Scheme for Item 4013561,
STD_PS_4013562,Std. Cost Prod. Scheme for Item 4013562,
STD_PS_4013563,Std. Cost Prod. Scheme for Item 4013563,
STD_PS_4013564,Std. Cost Prod. Scheme for Item 4013564,
STD_PS_4013565,Std. Cost Prod. Scheme for Item 4013565,
STD_PS_4013566,Std. Cost Prod. Scheme for Item 4013566,
STD_PS_4013567,Std. Cost Prod. Scheme for Item 4013567,
STD_PS_4013568,Std. Cost Prod. Scheme for Item 4013568,
STD_PS_4013569,Std. Cost Prod. Scheme for Item 4013569,
STD_PS_4013570,Std. Cost Prod. Scheme for Item 4013570,
STD_PS_4013571,Std. Cost Prod. Scheme for Item 4013571,
STD_PS_4013572,Std. Cost Prod. Scheme for Item 4013572,
STD_PS_4013573,Std. Cost Prod. Scheme for Item 4013573,
STD_PS_4013574,Std. Cost Prod. Scheme for Item 4013574,
STD_PS_4013575,Std. Cost Prod. Scheme for Item 4013575,
STD_PS_4013576,Std. Cost Prod. Scheme for Item 4013576,
STD_PS_4013577,Std. Cost Prod. Scheme for Item 4013577,
STD_PS_4013578,Std. Cost Prod. Scheme for Item 4013578,
STD_PS_4013579,Std. Cost Prod. Scheme for Item 4013579,
STD_PS_4013580,Std. Cost Prod. Scheme for Item 4013580,
STD_PS_4013581,Std. Cost Prod. Scheme for Item 4013581,
STD_PS_4013585,Std. Cost Prod. Scheme for Item 4013585,
STD_PS_5000105,Std. Cost Prod. Scheme for Item 5000105,
STD_PS_5000106,Std. Cost Prod. Scheme for Item 5000106,
STD_PS_5000123,Std. Cost Prod. Scheme for Item 5000123,
STD_PS_5000124,Std. Cost Prod. Scheme for Item 5000124,
STD_PS_5000137,Std. Cost Prod. Scheme for Item 5000137,
STD_PS_5000140,Std. Cost Prod. Scheme for Item 5000140,
STD_PS_5000144,Std. Cost Prod. Scheme for Item 5000144,
STD_PS_5000147,Std. Cost Prod. Scheme for Item 5000147,
STD_PS_5000148,Std. Cost Prod. Scheme for Item 5000148,
STD_PS_5000158,Std. Cost Prod. Scheme for Item 5000158,
STD_PS_5000159,Std. Cost Prod. Scheme for Item 5000159,
STD_PS_5000160,Std. Cost Prod. Scheme for Item 5000160,
STD_PS_5000162,Std. Cost Prod. Scheme for Item 5000162,
STD_PS_5000165,Std. Cost Prod. Scheme for Item 5000165,
STD_PS_5000166,Std. Cost Prod. Scheme for Item 5000166,
STD_PS_5000174,Std. Cost Prod. Scheme for Item 5000174,
STD_PS_5000180,Std. Cost Prod. Scheme for Item 5000180,
STD_PS_5000181,Std. Cost Prod. Scheme for Item 5000181,
STD_PS_5000184,Std. Cost Prod. Scheme for Item 5000184,
STD_PS_5000185,Std. Cost Prod. Scheme for Item 5000185,
STD_PS_5000186,Std. Cost Prod. Scheme for Item 5000186,
STD_PS_5000187,Std. Cost Prod. Scheme for Item 5000187,
STD_PS_5000188,Std. Cost Prod. Scheme for Item 5000188,
STD_PS_5000194,Std. Cost Prod. Scheme for Item 5000194,
STD_PS_5000197,Std. Cost Prod. Scheme for Item 5000197,
STD_PS_5000202,Std. Cost Prod. Scheme for Item 5000202,
STD_PS_5000203,Std. Cost Prod. Scheme for Item 5000203,
STD_PS_5000205,Std. Cost Prod. Scheme for Item 5000205,
STD_PS_5000207,Std. Cost Prod. Scheme for Item 5000207,
STD_PS_5000208,Std. Cost Prod. Scheme for Item 5000208,
STD_PS_5000209,Std. Cost Prod. Scheme for Item 5000209,
STD_PS_5000210,Std. Cost Prod. Scheme for Item 5000210,
STD_PS_5000211,Std. Cost Prod. Scheme for Item 5000211,
STD_PS_5000213,Std. Cost Prod. Scheme for Item 5000213,
STD_PS_5000214,Std. Cost Prod. Scheme for Item 5000214,
STD_PS_5000215,Std. Cost Prod. Scheme for Item 5000215,
STD_PS_5000216,Std. Cost Prod. Scheme for Item 5000216,
STD_PS_5000217,Std. Cost Prod. Scheme for Item 5000217,
STD_PS_5000218,Std. Cost Prod. Scheme for Item 5000218,
STD_PS_5000219,Std. Cost Prod. Scheme for Item 5000219,
STD_PS_5000221,Std. Cost Prod. Scheme for Item 5000221,
STD_PS_5000222,Std. Cost Prod. Scheme for Item 5000222,
STD_PS_5000224,Std. Cost Prod. Scheme for Item 5000224,
STD_PS_5000225,Std. Cost Prod. Scheme for Item 5000225,
STD_PS_5000226,Std. Cost Prod. Scheme for Item 5000226,
STD_PS_5000227,Std. Cost Prod. Scheme for Item 5000227,
STD_PS_5000228,Std. Cost Prod. Scheme for Item 5000228,
STD_PS_5000229,Std. Cost Prod. Scheme for Item 5000229,
STD_PS_5000230,Std. Cost Prod. Scheme for Item 5000230,
STD_PS_5000231,Std. Cost Prod. Scheme for Item 5000231,
STD_PS_5000232,Std. Cost Prod. Scheme for Item 5000232,
STD_PS_5000233,Std. Cost Prod. Scheme for Item 5000233,
STD_PS_5000234,Std. Cost Prod. Scheme for Item 5000234,
STD_PS_5000246,Std. Cost Prod. Scheme for Item 5000246,
STD_PS_5000247,Std. Cost Prod. Scheme for Item 5000247,
STD_PS_5000248,Std. Cost Prod. Scheme for Item 5000248,
STD_PS_5000249,Std. Cost Prod. Scheme for Item 5000249,
STD_PS_5000250,Std. Cost Prod. Scheme for Item 5000250,
STD_PS_5000277,Std. Cost Prod. Scheme for Item 5000277,
STD_PS_5000278,Std. Cost Prod. Scheme for Item 5000278,
STD_PS_5000279,Std. Cost Prod. Scheme for Item 5000279,
STD_PS_5000283,Std. Cost Prod. Scheme for Item 5000283,
STD_PS_5000291,Std. Cost Prod. Scheme for Item 5000291,
STD_PS_5000293,Std. Cost Prod. Scheme for Item 5000293,
STD_PS_5000294,Std. Cost Prod. Scheme for Item 5000294,
STD_PS_5000295,Std. Cost Prod. Scheme for Item 5000295,
STD_PS_5000306,Std. Cost Prod. Scheme for Item 5000306,
STD_PS_5000307,Std. Cost Prod. Scheme for Item 5000307,
STD_PS_5000310,Std. Cost Prod. Scheme for Item 5000310,
STD_PS_5000311,Std. Cost Prod. Scheme for Item 5000311,
STD_PS_5000312,Std. Cost Prod. Scheme for Item 5000312,
STD_PS_5000313,Std. Cost Prod. Scheme for Item 5000313,
STD_PS_5000315,Std. Cost Prod. Scheme for Item 5000315,
STD_PS_5000319,Std. Cost Prod. Scheme for Item 5000319,
STD_PS_5000321,Std. Cost Prod. Scheme for Item 5000321,
STD_PS_5000324,Std. Cost Prod. Scheme for Item 5000324,
STD_PS_5000326,Std. Cost Prod. Scheme for Item 5000326,
STD_PS_5000339,Std. Cost Prod. Scheme for Item 5000339,
STD_PS_5000346,Std. Cost Prod. Scheme for Item 5000346,
STD_PS_5000353,Std. Cost Prod. Scheme for Item 5000353,
STD_PS_5000364,Std. Cost Prod. Scheme for Item 5000364,
STD_PS_5000370,Std. Cost Prod. Scheme for Item 5000370,
STD_PS_5000371,Std. Cost Prod. Scheme for Item 5000371,
STD_PS_5000372,Std. Cost Prod. Scheme for Item 5000372,
STD_PS_5000373,Std. Cost Prod. Scheme for Item 5000373,
STD_PS_5000385,Std. Cost Prod. Scheme for Item 5000385,
STD_PS_5000387,Std. Cost Prod. Scheme for Item 5000387,
STD_PS_5000389,Std. Cost Prod. Scheme for Item 5000389,
STD_PS_5000392,Std. Cost Prod. Scheme for Item 5000392,
STD_PS_5000393,Std. Cost Prod. Scheme for Item 5000393,
STD_PS_5000398,Std. Cost Prod. Scheme for Item 5000398,
STD_PS_5000403,Std. Cost Prod. Scheme for Item 5000403,
STD_PS_5000405,Std. Cost Prod. Scheme for Item 5000405,
STD_PS_5000406,Std. Cost Prod. Scheme for Item 5000406,
STD_PS_5000407,Std. Cost Prod. Scheme for Item 5000407,
STD_PS_5000410,Std. Cost Prod. Scheme for Item 5000410,
STD_PS_5000419,Std. Cost Prod. Scheme for Item 5000419,
STD_PS_5000431,Std. Cost Prod. Scheme for Item 5000431,
STD_PS_5000434,Std. Cost Prod. Scheme for Item 5000434,
STD_PS_5000436,Std. Cost Prod. Scheme for Item 5000436,
STD_PS_5000438,Std. Cost Prod. Scheme for Item 5000438,
STD_PS_5000464,Std. Cost Prod. Scheme for Item 5000464,
STD_PS_5000469,Std. Cost Prod. Scheme for Item 5000469,
STD_PS_5000476,Std. Cost Prod. Scheme for Item 5000476,
STD_PS_5000492,Std. Cost Prod. Scheme for Item 5000492,
STD_PS_5000493,Std. Cost Prod. Scheme for Item 5000493,
STD_PS_5000497,Std. Cost Prod. Scheme for Item 5000497,
STD_PS_5000504,Std. Cost Prod. Scheme for Item 5000504,
STD_PS_5000510,Std. Cost Prod. Scheme for Item 5000510,
STD_PS_5000514,Std. Cost Prod. Scheme for Item 5000514,
STD_PS_5000515,Std. Cost Prod. Scheme for Item 5000515,
STD_PS_5000516,Std. Cost Prod. Scheme for Item 5000516,
STD_PS_5000517,Std. Cost Prod. Scheme for Item 5000517,
STD_PS_5000518,Std. Cost Prod. Scheme for Item 5000518,
STD_PS_5000525,Std. Cost Prod. Scheme for Item 5000525,
STD_PS_5000534,Std. Cost Prod. Scheme for Item 5000534,
STD_PS_5000539,Std. Cost Prod. Scheme for Item 5000539,
STD_PS_5000542,Std. Cost Prod. Scheme for Item 5000542,
STD_PS_5000543,Std. Cost Prod. Scheme for Item 5000543,
STD_PS_5000544,Std. Cost Prod. Scheme for Item 5000544,
STD_PS_5000549,Std. Cost Prod. Scheme for Item 5000549,
STD_PS_5000568,Std. Cost Prod. Scheme for Item 5000568,
STD_PS_5000572,Std. Cost Prod. Scheme for Item 5000572,
STD_PS_5000573,Std. Cost Prod. Scheme for Item 5000573,
STD_PS_5000577,Std. Cost Prod. Scheme for Item 5000577,
STD_PS_5000592,Std. Cost Prod. Scheme for Item 5000592,
STD_PS_5000603,Std. Cost Prod. Scheme for Item 5000603,
STD_PS_5000616,Std. Cost Prod. Scheme for Item 5000616,
STD_PS_5000674,Std. Cost Prod. Scheme for Item 5000674,
STD_PS_5000675,Std. Cost Prod. Scheme for Item 5000675,
STD_PS_5000676,Std. Cost Prod. Scheme for Item 5000676,
STD_PS_5000678,Std. Cost Prod. Scheme for Item 5000678,
STD_PS_5000679,Std. Cost Prod. Scheme for Item 5000679,
STD_PS_5000680,Std. Cost Prod. Scheme for Item 5000680,
STD_PS_5000681,Std. Cost Prod. Scheme for Item 5000681,
STD_PS_5000683,Std. Cost Prod. Scheme for Item 5000683,
STD_PS_5000685,Std. Cost Prod. Scheme for Item 5000685,
STD_PS_5000686,Std. Cost Prod. Scheme for Item 5000686,
STD_PS_5000695,Std. Cost Prod. Scheme for Item 5000695,
STD_PS_5000706,Std. Cost Prod. Scheme for Item 5000706,
STD_PS_5000711,Std. Cost Prod. Scheme for Item 5000711,
STD_PS_5000731,Std. Cost Prod. Scheme for Item 5000731,
STD_PS_5000743,Std. Cost Prod. Scheme for Item 5000743,
STD_PS_5000764,Std. Cost Prod. Scheme for Item 5000764,
STD_PS_5000772,Std. Cost Prod. Scheme for Item 5000772,
STD_PS_5000773,Std. Cost Prod. Scheme for Item 5000773,
STD_PS_5000785,Std. Cost Prod. Scheme for Item 5000785,
STD_PS_5000797,Std. Cost Prod. Scheme for Item 5000797,
STD_PS_5000817,Std. Cost Prod. Scheme for Item 5000817,
STD_PS_5000827,Std. Cost Prod. Scheme for Item 5000827,
STD_PS_5000829,Std. Cost Prod. Scheme for Item 5000829,
STD_PS_5000925,Std. Cost Prod. Scheme for Item 5000925,
STD_PS_5000953,Std. Cost Prod. Scheme for Item 5000953,
STD_PS_5000956,Std. Cost Prod. Scheme for Item 5000956,
STD_PS_5001173,Std. Cost Prod. Scheme for Item 5001173,
STD_PS_5001779,Std. Cost Prod. Scheme for Item 5001779,
STD_PS_5001780,Std. Cost Prod. Scheme for Item 5001780,
STD_PS_5001786,Std. Cost Prod. Scheme for Item 5001786,
STD_PS_5001787,Std. Cost Prod. Scheme for Item 5001787,
STD_PS_5001788,Std. Cost Prod. Scheme for Item 5001788,
STD_PS_5001789,Std. Cost Prod. Scheme for Item 5001789,
STD_PS_5001792,Std. Cost Prod. Scheme for Item 5001792,
STD_PS_5001794,Std. Cost Prod. Scheme for Item 5001794,
STD_PS_5001795,Std. Cost Prod. Scheme for Item 5001795,
STD_PS_5001847,Std. Cost Prod. Scheme for Item 5001847,
STD_PS_5001849,Std. Cost Prod. Scheme for Item 5001849,
STD_PS_5001851,Std. Cost Prod. Scheme for Item 5001851,
STD_PS_5001852,Std. Cost Prod. Scheme for Item 5001852,
STD_PS_5001856,Std. Cost Prod. Scheme for Item 5001856,
STD_PS_5001944,Std. Cost Prod. Scheme for Item 5001944,
STD_PS_5001948,Std. Cost Prod. Scheme for Item 5001948,
STD_PS_5001949,Std. Cost Prod. Scheme for Item 5001949,
STD_PS_5001950,Std. Cost Prod. Scheme for Item 5001950,
STD_PS_5001951,Std. Cost Prod. Scheme for Item 5001951,
STD_PS_5001952,Std. Cost Prod. Scheme for Item 5001952,
STD_PS_5001953,Std. Cost Prod. Scheme for Item 5001953,
STD_PS_5001954,Std. Cost Prod. Scheme for Item 5001954,
STD_PS_5001955,Std. Cost Prod. Scheme for Item 5001955,
STD_PS_5001956,Std. Cost Prod. Scheme for Item 5001956,
STD_PS_5001957,Std. Cost Prod. Scheme for Item 5001957,
STD_PS_5001958,Std. Cost Prod. Scheme for Item 5001958,
STD_PS_5001960,Std. Cost Prod. Scheme for Item 5001960,
STD_PS_5001961,Std. Cost Prod. Scheme for Item 5001961,
STD_PS_5001962,Std. Cost Prod. Scheme for Item 5001962,
STD_PS_5001963,Std. Cost Prod. Scheme for Item 5001963,
STD_PS_5001964,Std. Cost Prod. Scheme for Item 5001964,
STD_PS_5001965,Std. Cost Prod. Scheme for Item 5001965,
STD_PS_5001967,Std. Cost Prod. Scheme for Item 5001967,
STD_PS_5001971,Std. Cost Prod. Scheme for Item 5001971,
STD_PS_5001972,Std. Cost Prod. Scheme for Item 5001972,
STD_PS_5001973,Std. Cost Prod. Scheme for Item 5001973,
STD_PS_5001974,Std. Cost Prod. Scheme for Item 5001974,
STD_PS_5001975,Std. Cost Prod. Scheme for Item 5001975,
STD_PS_5001976,Std. Cost Prod. Scheme for Item 5001976,
STD_PS_5001977,Std. Cost Prod. Scheme for Item 5001977,
STD_PS_5001978,Std. Cost Prod. Scheme for Item 5001978,
STD_PS_5001979,Std. Cost Prod. Scheme for Item 5001979,
STD_PS_5001980,Std. Cost Prod. Scheme for Item 5001980,
STD_PS_5001981,Std. Cost Prod. Scheme for Item 5001981,
STD_PS_5001982,Std. Cost Prod. Scheme for Item 5001982,
STD_PS_5001984,Std. Cost Prod. Scheme for Item 5001984,
STD_PS_5001985,Std. Cost Prod. Scheme for Item 5001985,
STD_PS_5001987,Std. Cost Prod. Scheme for Item 5001987,
STD_PS_5001988,Std. Cost Prod. Scheme for Item 5001988,
STD_PS_5001989,Std. Cost Prod. Scheme for Item 5001989,
STD_PS_5001990,Std. Cost Prod. Scheme for Item 5001990,
STD_PS_5001992,Std. Cost Prod. Scheme for Item 5001992,
STD_PS_5001993,Std. Cost Prod. Scheme for Item 5001993,
STD_PS_5001994,Std. Cost Prod. Scheme for Item 5001994,
STD_PS_5001995,Std. Cost Prod. Scheme for Item 5001995,
STD_PS_5001997,Std. Cost Prod. Scheme for Item 5001997,
STD_PS_5001999,Std. Cost Prod. Scheme for Item 5001999,
STD_PS_5002000,Std. Cost Prod. Scheme for Item 5002000,
STD_PS_5002104,Std. Cost Prod. Scheme for Item 5002104,
STD_PS_5002110,Std. Cost Prod. Scheme for Item 5002110,
STD_PS_5002120,Std. Cost Prod. Scheme for Item 5002120,
STD_PS_5002140,Std. Cost Prod. Scheme for Item 5002140,
STD_PS_5002142,Std. Cost Prod. Scheme for Item 5002142,
STD_PS_5002143,Std. Cost Prod. Scheme for Item 5002143,
STD_PS_5002172,Std. Cost Prod. Scheme for Item 5002172,
STD_PS_5002184,Std. Cost Prod. Scheme for Item 5002184,
STD_PS_5002185,Std. Cost Prod. Scheme for Item 5002185,
STD_PS_5002186,Std. Cost Prod. Scheme for Item 5002186,
STD_PS_5002187,Std. Cost Prod. Scheme for Item 5002187,
STD_PS_5002194,Std. Cost Prod. Scheme for Item 5002194,
STD_PS_5002195,Std. Cost Prod. Scheme for Item 5002195,
STD_PS_5002196,Std. Cost Prod. Scheme for Item 5002196,
STD_PS_5002198,Std. Cost Prod. Scheme for Item 5002198,
STD_PS_5002199,Std. Cost Prod. Scheme for Item 5002199,
STD_PS_5002200,Std. Cost Prod. Scheme for Item 5002200,
STD_PS_5002203,Std. Cost Prod. Scheme for Item 5002203,
STD_PS_5002204,Std. Cost Prod. Scheme for Item 5002204,
STD_PS_5002205,Std. Cost Prod. Scheme for Item 5002205,
STD_PS_5002206,Std. Cost Prod. Scheme for Item 5002206,
STD_PS_5002209,Std. Cost Prod. Scheme for Item 5002209,
STD_PS_5002210,Std. Cost Prod. Scheme for Item 5002210,
STD_PS_5002227,Std. Cost Prod. Scheme for Item 5002227,
STD_PS_5002228,Std. Cost Prod. Scheme for Item 5002228,
STD_PS_5002229,Std. Cost Prod. Scheme for Item 5002229,
STD_PS_5002230,Std. Cost Prod. Scheme for Item 5002230,
STD_PS_5002234,Std. Cost Prod. Scheme for Item 5002234,
STD_PS_5002235,Std. Cost Prod. Scheme for Item 5002235,
STD_PS_5002236,Std. Cost Prod. Scheme for Item 5002236,
STD_PS_5002237,Std. Cost Prod. Scheme for Item 5002237,
STD_PS_5002238,Std. Cost Prod. Scheme for Item 5002238,
STD_PS_5002239,Std. Cost Prod. Scheme for Item 5002239,
STD_PS_5002240,Std. Cost Prod. Scheme for Item 5002240,
STD_PS_5002241,Std. Cost Prod. Scheme for Item 5002241,
STD_PS_5002242,Std. Cost Prod. Scheme for Item 5002242,
STD_PS_5002243,Std. Cost Prod. Scheme for Item 5002243,
STD_PS_5002244,Std. Cost Prod. Scheme for Item 5002244,
STD_PS_5002251,Std. Cost Prod. Scheme for Item 5002251,
STD_PS_5002252,Std. Cost Prod. Scheme for Item 5002252,
STD_PS_5002253,Std. Cost Prod. Scheme for Item 5002253,
STD_PS_5002254,Std. Cost Prod. Scheme for Item 5002254,
STD_PS_5002255,Std. Cost Prod. Scheme for Item 5002255,
STD_PS_5002259,Std. Cost Prod. Scheme for Item 5002259,
STD_PS_5002260,Std. Cost Prod. Scheme for Item 5002260,
STD_PS_5002261,Std. Cost Prod. Scheme for Item 5002261,
STD_PS_5002270,Std. Cost Prod. Scheme for Item 5002270,
STD_PS_5002271,Std. Cost Prod. Scheme for Item 5002271,
STD_PS_5002273,Std. Cost Prod. Scheme for Item 5002273,
STD_PS_5002274,Std. Cost Prod. Scheme for Item 5002274,
STD_PS_5002278,Std. Cost Prod. Scheme for Item 5002278,
STD_PS_5002280,Std. Cost Prod. Scheme for Item 5002280,
STD_PS_5002305,Std. Cost Prod. Scheme for Item 5002305,
STD_PS_5002306,Std. Cost Prod. Scheme for Item 5002306,
STD_PS_5002307,Std. Cost Prod. Scheme for Item 5002307,
STD_PS_5002308,Std. Cost Prod. Scheme for Item 5002308,
STD_PS_5002309,Std. Cost Prod. Scheme for Item 5002309,
STD_PS_5002310,Std. Cost Prod. Scheme for Item 5002310,
STD_PS_5002312,Std. Cost Prod. Scheme for Item 5002312,
STD_PS_5002318,Std. Cost Prod. Scheme for Item 5002318,
STD_PS_5002319,Std. Cost Prod. Scheme for Item 5002319,
STD_PS_5002320,Std. Cost Prod. Scheme for Item 5002320,
STD_PS_5002321,Std. Cost Prod. Scheme for Item 5002321,
STD_PS_5002322,Std. Cost Prod. Scheme for Item 5002322,
STD_PS_5002323,Std. Cost Prod. Scheme for Item 5002323,
STD_PS_5002324,Std. Cost Prod. Scheme for Item 5002324,
STD_PS_5002325,Std. Cost Prod. Scheme for Item 5002325,
STD_PS_5002331,Std. Cost Prod. Scheme for Item 5002331,
STD_PS_5002332,Std. Cost Prod. Scheme for Item 5002332,
STD_PS_5002333,Std. Cost Prod. Scheme for Item 5002333,
STD_PS_5002334,Std. Cost Prod. Scheme for Item 5002334,
STD_PS_5002335,Std. Cost Prod. Scheme for Item 5002335,
STD_PS_5002337,Std. Cost Prod. Scheme for Item 5002337,
STD_PS_5002338,Std. Cost Prod. Scheme for Item 5002338,
STD_PS_5002339,Std. Cost Prod. Scheme for Item 5002339,
STD_PS_5002340,Std. Cost Prod. Scheme for Item 5002340,
STD_PS_5002341,Std. Cost Prod. Scheme for Item 5002341,
STD_PS_5002342,Std. Cost Prod. Scheme for Item 5002342,
STD_PS_5002343,Std. Cost Prod. Scheme for Item 5002343,
STD_PS_5002344,Std. Cost Prod. Scheme for Item 5002344,
STD_PS_5002345,Std. Cost Prod. Scheme for Item 5002345,
STD_PS_5002346,Std. Cost Prod. Scheme for Item 5002346,
STD_PS_5002347,Std. Cost Prod. Scheme for Item 5002347,
STD_PS_5002348,Std. Cost Prod. Scheme for Item 5002348,
STD_PS_5002349,Std. Cost Prod. Scheme for Item 5002349,
STD_PS_5002350,Std. Cost Prod. Scheme for Item 5002350,
STD_PS_5002351,Std. Cost Prod. Scheme for Item 5002351,
STD_PS_5002354,Std. Cost Prod. Scheme for Item 5002354,
STD_PS_5002355,Std. Cost Prod. Scheme for Item 5002355,
STD_PS_5002356,Std. Cost Prod. Scheme for Item 5002356,
STD_PS_5002357,Std. Cost Prod. Scheme for Item 5002357,
STD_PS_5002358,Std. Cost Prod. Scheme for Item 5002358,
STD_PS_5002359,Std. Cost Prod. Scheme for Item 5002359,
STD_PS_5002361,Std. Cost Prod. Scheme for Item 5002361,
STD_PS_5002363,Std. Cost Prod. Scheme for Item 5002363,
STD_PS_5002364,Std. Cost Prod. Scheme for Item 5002364,
STD_PS_5002365,Std. Cost Prod. Scheme for Item 5002365,
STD_PS_5002414,Std. Cost Prod. Scheme for Item 5002414,
STD_PS_5002415,Std. Cost Prod. Scheme for Item 5002415,
STD_PS_5002416,Std. Cost Prod. Scheme for Item 5002416,
STD_PS_5002417,Std. Cost Prod. Scheme for Item 5002417,
STD_PS_5002418,Std. Cost Prod. Scheme for Item 5002418,
STD_PS_5002419,Std. Cost Prod. Scheme for Item 5002419,
STD_PS_5002420,Std. Cost Prod. Scheme for Item 5002420,
STD_PS_5002434,Std. Cost Prod. Scheme for Item 5002434,
STD_PS_5002435,Std. Cost Prod. Scheme for Item 5002435,
STD_PS_5002436,Std. Cost Prod. Scheme for Item 5002436,
STD_PS_5002437,Std. Cost Prod. Scheme for Item 5002437,
STD_PS_5002438,Std. Cost Prod. Scheme for Item 5002438,
STD_PS_5002439,Std. Cost Prod. Scheme for Item 5002439,
STD_PS_5002440,Std. Cost Prod. Scheme for Item 5002440,
STD_PS_5002443,Std. Cost Prod. Scheme for Item 5002443,
STD_PS_5002446,Std. Cost Prod. Scheme for Item 5002446,
STD_PS_5002447,Std. Cost Prod. Scheme for Item 5002447,
STD_PS_5002448,Std. Cost Prod. Scheme for Item 5002448,
STD_PS_5002450,Std. Cost Prod. Scheme for Item 5002450,
STD_PS_5002451,Std. Cost Prod. Scheme for Item 5002451,
STD_PS_5002453,Std. Cost Prod. Scheme for Item 5002453,
STD_PS_5002454,Std. Cost Prod. Scheme for Item 5002454,
STD_PS_5002455,Std. Cost Prod. Scheme for Item 5002455,
STD_PS_5002456,Std. Cost Prod. Scheme for Item 5002456,
STD_PS_5002458,Std. Cost Prod. Scheme for Item 5002458,
STD_PS_5002459,Std. Cost Prod. Scheme for Item 5002459,
STD_PS_5002460,Std. Cost Prod. Scheme for Item 5002460,
STD_PS_5002466,Std. Cost Prod. Scheme for Item 5002466,
STD_PS_5002468,Std. Cost Prod. Scheme for Item 5002468,
STD_PS_5002471,Std. Cost Prod. Scheme for Item 5002471,
STD_PS_5002473,Std. Cost Prod. Scheme for Item 5002473,
STD_PS_5002474,Std. Cost Prod. Scheme for Item 5002474,
STD_PS_5002475,Std. Cost Prod. Scheme for Item 5002475,
STD_PS_5002476,Std. Cost Prod. Scheme for Item 5002476,
STD_PS_5002477,Std. Cost Prod. Scheme for Item 5002477,
STD_PS_5002478,Std. Cost Prod. Scheme for Item 5002478,
