Production Scheme Code,Production Scheme Line No_,Production Phase,No_ of Days,Period No_
BN-06INWAV-PET-MSP,"10,000",GROW,49.00,1
BN-06INWAV-PET-MSP,"10,000",GROW,42.00,15
BN-06INWAV-PET-MSP,"10,000",GROW,35.00,21
BN-06INWAV-PET-MSP,"10,000",GROW,28.00,23
BN-06INWAV-PET-MSP,"10,000",GROW,42.00,37
BN-06INWAV-PET-MSP,"10,000",GROW,49.00,42
BN-06INWAV-PET-SPT,"10,000",GROW,21.00,1
BN-06INWAV-PET-SPT,"10,000",GROW,14.00,23
BN-06INWAV-PET-SPT,"10,000",GROW,21.00,37
BN-06INWAV-PET-SPT,"30,000",SPACE,21.00,1
BN-06INWAV-PET-SPT,"30,000",SPACE,14.00,15
BN-06INWAV-PET-SPT,"30,000",SPACE,21.00,42
BN-06INWAV-PET-SSP,"10,000",GROW,42.00,1
BN-06INWAV-PET-SSP,"10,000",GROW,35.00,15
BN-06INWAV-PET-SSP,"10,000",GROW,28.00,23
BN-06INWAV-PET-SSP,"10,000",GROW,35.00,37
BN-06INWAV-PET-SSP,"10,000",GROW,42.00,42
BN-06TCVEG-BAS-LSP,"10,000",GROW,28.00,1
BN-06TCVEG-CIL-LSP,"10,000",GROW,35.00,1
BN-06TCVEG-CIL-LSP,"10,000",GROW,28.00,23
BN-06TCVEG-CIL-LSP,"10,000",GROW,35.00,38
BN-06TCVEG-CIT-LSP,"10,000",GROW,56.00,1
BN-06TCVEG-DIL-LSP,"10,000",GROW,35.00,1
BN-06TCVEG-DIL-LSP,"10,000",GROW,28.00,23
BN-06TCVEG-DIL-LSP,"10,000",GROW,35.00,38
BN-06TCVEG-ROS-LSP,"10,000",GROW,70.00,1
BN-06TCVEG-ROS-LSP,"10,000",GROW,63.00,15
BN-06TCVEG-ROS-LSP,"10,000",GROW,56.00,23
BN-06TCVEG-ROS-LSP,"10,000",GROW,63.00,38
BN-06TCVEG-ROS-LSP,"10,000",GROW,70.00,42
BN-08HBCCO-COM-LHN,"10,000",GROW,35.00,1
BN-08HBCCO-COM-LHN,"10,000",GROW,28.00,15
BN-08HBCCO-COM-LHN,"10,000",GROW,35.00,42
BN-08HBCCO-COM-LHN,"30,000",HANG,28.00,1
BN-08HBCCO-COM-LHN,"30,000",HANG,21.00,23
BN-08HBCCO-COM-LHN,"30,000",HANG,28.00,37
BN-08HBFOL-HED-LHN,"10,000",GROW,49.00,1
BN-08HBFOL-HED-LHN,"10,000",GROW,42.00,15
BN-08HBFOL-HED-LHN,"10,000",GROW,49.00,41
BN-08HBFOL-HED-LHN,"20,000",HANG,105.00,1
BN-08HBFOL-HED-LHN,"20,000",HANG,84.00,15
BN-08HBFOL-HED-LHN,"20,000",HANG,105.00,41
BN-08HBFOL-HOY-LHN,"10,000",GROW,70.00,1
BN-08HBFOL-HOY-LHN,"10,000",GROW,70.00,15
BN-08HBFOL-HOY-LHN,"10,000",GROW,56.00,16
BN-08HBFOL-HOY-LHN,"10,000",GROW,70.00,41
BN-08HBFOL-HOY-LHN,"20,000",HANG,126.00,1
BN-08HBFOL-HOY-LHN,"20,000",HANG,112.00,16
BN-08HBFOL-HOY-LHN,"20,000",HANG,126.00,41
BN-08HBFOL-LSP,"10,000",GROW,42.00,1
BN-08HBFOL-LSP,"10,000",GROW,35.00,14
BN-08HBFOL-LSP,"10,000",GROW,42.00,36
BN-08HBFOL-LSP,"30,000",HANG,42.00,1
BN-08HBFOL-LSP,"30,000",HANG,35.00,14
BN-08HBFOL-LSP,"30,000",HANG,42.00,36
BN-08HBFOL-PHI-LHN,"10,000",GROW,70.00,1
BN-08HBFOL-PHI-LHN,"10,000",GROW,70.00,15
BN-08HBFOL-PHI-LHN,"10,000",GROW,56.00,16
BN-08HBFOL-PHI-LHN,"10,000",GROW,70.00,41
BN-08HBFOL-PHI-LHN,"20,000",HANG,126.00,1
BN-08HBFOL-PHI-LHN,"20,000",HANG,112.00,16
BN-08HBFOL-PHI-LHN,"20,000",HANG,126.00,41
BN-08HBFOL-PIL-LHN,"10,000",GROW,49.00,1
BN-08HBFOL-PIL-LHN,"10,000",GROW,42.00,14
BN-08HBFOL-PIL-LHN,"10,000",GROW,49.00,36
BN-08HBFOL-PIL-LHN,"30,000",HANG,49.00,1
BN-08HBFOL-PIL-LHN,"30,000",HANG,42.00,14
BN-08HBFOL-PIL-LHN,"30,000",HANG,49.00,36
BN-08HBFOL-POT,"10,000",GROW,56.00,1
BN-08HBFOL-POT,"10,000",GROW,42.00,15
BN-08HBFOL-POT,"10,000",GROW,56.00,41
BN-08HBFOL-POT,"20,000",HANG,56.00,1
BN-08HBFOL-POT,"20,000",HANG,42.00,15
BN-08HBFOL-POT,"20,000",HANG,56.00,41
BN-08HBFOL-SCI,"10,000",GROW,70.00,1
BN-08HBFOL-SCI,"10,000",GROW,56.00,15
BN-08HBFOL-SCI,"10,000",GROW,70.00,41
BN-08HBFOL-SCI,"20,000",HANG,70.00,1
BN-08HBFOL-SCI,"20,000",HANG,56.00,15
BN-08HBFOL-SCI,"20,000",HANG,70.00,41
BN-08INANN-BEG-LSP,"10,000",GROW,63.00,1
BN-08INANN-BEG-LSP,"10,000",GROW,56.00,15
BN-08INANN-BEG-LSP,"10,000",GROW,49.00,18
BN-08INANN-BEG-LSP,"10,000",GROW,42.00,21
BN-08INANN-BEG-LSP,"10,000",GROW,49.00,35
BN-08INANN-BEG-LSP,"10,000",GROW,56.00,39
BN-08INANN-BEG-LSP,"10,000",GROW,63.00,43
BN-08INANN-CAB-LPT,"10,000",GROW,21.00,1
BN-08INANN-CAB-LPT,"10,000",GROW,14.00,15
BN-08INANN-CAB-LPT,"10,000",GROW,21.00,42
BN-08INANN-CAB-LPT,"30,000",SPACE,28.00,1
BN-08INANN-CAB-LPT,"30,000",SPACE,21.00,23
BN-08INANN-CAB-LPT,"30,000",SPACE,28.00,37
BN-08INANN-CAB-LSP,"10,000",GROW,49.00,1
BN-08INANN-CAB-LSP,"10,000",GROW,42.00,15
BN-08INANN-CAB-LSP,"10,000",GROW,35.00,23
BN-08INANN-CAB-LSP,"10,000",GROW,42.00,37
BN-08INANN-CAB-LSP,"10,000",GROW,49.00,42
BN-08INANN-CAB-MPT,"10,000",GROW,14.00,1
BN-08INANN-CAB-MPT,"30,000",SPACE,28.00,1
BN-08INANN-CAB-MPT,"30,000",SPACE,21.00,15
BN-08INANN-CAB-MPT,"30,000",SPACE,21.00,42
BN-08INANN-CAB-MPT,"30,000",SPACE,28.00,43
BN-08INANN-CAB-MSP,"10,000",GROW,42.00,1
BN-08INANN-CAB-MSP,"10,000",GROW,35.00,23
BN-08INANN-CAB-MSP,"10,000",GROW,42.00,37
BN-08INANN-CAB-SPT,"10,000",GROW,14.00,1
BN-08INANN-CAB-SPT,"30,000",SPACE,28.00,1
BN-08INANN-CAB-SPT,"30,000",SPACE,21.00,23
BN-08INANN-CAB-SPT,"30,000",SPACE,28.00,37
BN-08INANN-CAB-SSP,"10,000",GROW,42.00,1
BN-08INANN-CAB-SSP,"10,000",GROW,35.00,23
BN-08INANN-CAB-SSP,"10,000",GROW,42.00,37
BN-08INANN-CEL-DSLSP,"10,000",GROW,63.00,1
BN-08INANN-CEL-DSLSP,"10,000",GROW,56.00,15
BN-08INANN-CEL-DSLSP,"10,000",GROW,49.00,21
BN-08INANN-CEL-DSLSP,"10,000",GROW,56.00,37
BN-08INANN-CEL-DSLSP,"10,000",GROW,63.00,42
BN-08INANN-CEL-DSMSP,"10,000",GROW,56.00,1
BN-08INANN-CEL-DSMSP,"10,000",GROW,49.00,15
BN-08INANN-CEL-DSMSP,"10,000",GROW,56.00,42
BN-08INANN-CEL-DSSSP,"10,000",GROW,49.00,1
BN-08INANN-CEL-LPT,"10,000",GROW,28.00,1
BN-08INANN-CEL-LPT,"10,000",GROW,21.00,23
BN-08INANN-CEL-LPT,"10,000",GROW,28.00,37
BN-08INANN-CEL-LPT,"30,000",SPACE,35.00,1
BN-08INANN-CEL-LPT,"30,000",SPACE,28.00,15
BN-08INANN-CEL-LPT,"30,000",SPACE,35.00,42
BN-08INANN-CEL-LSP,"10,000",GROW,63.00,1
BN-08INANN-CEL-LSP,"10,000",GROW,56.00,15
BN-08INANN-CEL-LSP,"10,000",GROW,49.00,23
BN-08INANN-CEL-LSP,"10,000",GROW,56.00,37
BN-08INANN-CEL-LSP,"10,000",GROW,63.00,42
BN-08INANN-CEL-MPT,"10,000",GROW,28.00,1
BN-08INANN-CEL-MPT,"10,000",GROW,21.00,15
BN-08INANN-CEL-MPT,"10,000",GROW,28.00,42
BN-08INANN-CEL-MPT,"30,000",SPACE,28.00,1
BN-08INANN-CEL-MSP,"10,000",GROW,56.00,1
BN-08INANN-CEL-MSP,"10,000",GROW,49.00,15
BN-08INANN-CEL-MSP,"10,000",GROW,56.00,42
BN-08INANN-CEL-SPT,"10,000",GROW,21.00,1
BN-08INANN-CEL-SPT,"30,000",SPACE,28.00,1
BN-08INANN-CEL-SSP,"10,000",GROW,49.00,1
BN-08INANN-IMP-LSP,"10,000",GROW,56.00,1
BN-08INANN-IMP-LSP,"10,000",GROW,49.00,15
BN-08INANN-IMP-LSP,"10,000",GROW,42.00,21
BN-08INANN-IMP-LSP,"10,000",GROW,35.00,23
BN-08INANN-IMP-LSP,"10,000",GROW,49.00,37
BN-08INANN-IMP-LSP,"10,000",GROW,56.00,42
BN-08INANN-KAL-LPT,"10,000",GROW,21.00,1
BN-08INANN-KAL-LPT,"10,000",GROW,14.00,15
BN-08INANN-KAL-LPT,"10,000",GROW,21.00,42
BN-08INANN-KAL-LPT,"30,000",SPACE,28.00,1
BN-08INANN-KAL-LPT,"30,000",SPACE,21.00,23
BN-08INANN-KAL-LPT,"30,000",SPACE,28.00,37
BN-08INANN-KAL-LSP,"10,000",GROW,49.00,1
BN-08INANN-KAL-LSP,"10,000",GROW,42.00,15
BN-08INANN-KAL-LSP,"10,000",GROW,35.00,23
BN-08INANN-KAL-LSP,"10,000",GROW,42.00,37
BN-08INANN-KAL-LSP,"10,000",GROW,49.00,42
BN-08INANN-KAL-MPT,"10,000",GROW,14.00,1
BN-08INANN-KAL-MPT,"30,000",SPACE,28.00,1
BN-08INANN-KAL-MPT,"30,000",SPACE,21.00,15
BN-08INANN-KAL-MPT,"30,000",SPACE,14.00,42
BN-08INANN-KAL-MPT,"30,000",SPACE,28.00,43
BN-08INANN-KAL-MSP,"10,000",GROW,42.00,1
BN-08INANN-KAL-MSP,"10,000",GROW,35.00,23
BN-08INANN-KAL-MSP,"10,000",GROW,42.00,37
BN-08INANN-KAL-SPT,"10,000",GROW,14.00,1
BN-08INANN-KAL-SPT,"30,000",SPACE,28.00,1
BN-08INANN-KAL-SPT,"30,000",SPACE,21.00,23
BN-08INANN-KAL-SPT,"30,000",SPACE,28.00,37
BN-08INANN-KAL-SSP,"10,000",GROW,42.00,1
BN-08INANN-KAL-SSP,"10,000",GROW,35.00,23
BN-08INANN-KAL-SSP,"10,000",GROW,42.00,37
BN-08INAST-BCDS-SP,"10,000",GROW,91.00,1
BN-08INAST-BCLN-SP,"10,000",GROW,77.00,1
BN-08INAST-NSDS-SP,"10,000",GROW,91.00,1
BN-08INAST-NSDS-SP,"10,000",GROW,98.00,42
BN-08INAST-NSDS-SP,"10,000",GROW,91.00,43
BN-08INAST-NSLN-SP,"10,000",GROW,77.00,1
BN-08INAST-NSLN-SP,"10,000",GROW,84.00,40
BN-08INAST-NSLN-SP,"10,000",GROW,91.00,41
BN-08INAST-NSLN-SP,"10,000",GROW,98.00,42
BN-08INAST-NSLN-SP,"10,000",GROW,77.00,43
BN-08INBAR-BEG-LSP,"10,000",GROW,70.00,1
BN-08INBAR-BEG-LSP,"10,000",GROW,63.00,15
BN-08INBAR-BEG-LSP,"10,000",GROW,56.00,21
BN-08INBAR-BEG-LSP,"10,000",GROW,49.00,23
BN-08INBAR-BEG-LSP,"10,000",GROW,56.00,37
BN-08INBAR-BEG-LSP,"10,000",GROW,63.00,39
BN-08INBAR-BEG-LSP,"10,000",GROW,70.00,43
BN-08INBAR-BEG-MSP,"10,000",GROW,63.00,1
BN-08INBAR-BEG-MSP,"10,000",GROW,56.00,15
BN-08INBAR-BEG-MSP,"10,000",GROW,49.00,21
BN-08INBAR-BEG-MSP,"10,000",GROW,56.00,39
BN-08INBAR-BEG-MSP,"10,000",GROW,63.00,43
BN-08INBAR-BEG-SSP,"10,000",GROW,56.00,1
BN-08INBAR-BEG-SSP,"10,000",GROW,49.00,15
BN-08INBAR-BEG-SSP,"10,000",GROW,42.00,37
BN-08INBAR-BEG-SSP,"10,000",GROW,49.00,39
BN-08INBAR-BEG-SSP,"10,000",GROW,56.00,43
BN-08INBAR-CAB-LSP,"10,000",GROW,49.00,1
BN-08INBAR-CAB-LSP,"10,000",GROW,42.00,15
BN-08INBAR-CAB-LSP,"10,000",GROW,35.00,23
BN-08INBAR-CAB-LSP,"10,000",GROW,42.00,37
BN-08INBAR-CAB-LSP,"10,000",GROW,49.00,42
BN-08INBAR-CAB-MSP,"10,000",GROW,42.00,1
BN-08INBAR-CAB-MSP,"10,000",GROW,35.00,15
BN-08INBAR-CAB-MSP,"10,000",GROW,42.00,42
BN-08INBAR-CAB-SSP,"10,000",GROW,42.00,1
BN-08INBAR-CAB-SSP,"10,000",GROW,35.00,15
BN-08INBAR-CAB-SSP,"10,000",GROW,42.00,42
BN-08INBAR-CEL-DSLSP,"10,000",GROW,63.00,1
BN-08INBAR-CEL-DSLSP,"10,000",GROW,56.00,15
BN-08INBAR-CEL-DSLSP,"10,000",GROW,49.00,23
BN-08INBAR-CEL-DSLSP,"10,000",GROW,56.00,37
BN-08INBAR-CEL-DSLSP,"10,000",GROW,63.00,42
BN-08INBAR-CEL-DSMSP,"10,000",GROW,56.00,1
BN-08INBAR-CEL-DSMSP,"10,000",GROW,49.00,15
BN-08INBAR-CEL-DSMSP,"10,000",GROW,56.00,42
BN-08INBAR-CEL-DSSSP,"10,000",GROW,49.00,1
BN-08INBAR-CEL-LPT,"10,000",GROW,28.00,1
BN-08INBAR-CEL-LPT,"10,000",GROW,21.00,23
BN-08INBAR-CEL-LPT,"10,000",GROW,28.00,37
BN-08INBAR-CEL-LPT,"30,000",SPACE,35.00,1
BN-08INBAR-CEL-LPT,"30,000",SPACE,28.00,15
BN-08INBAR-CEL-LPT,"30,000",SPACE,35.00,42
BN-08INBAR-CEL-LSP,"10,000",GROW,63.00,1
BN-08INBAR-CEL-LSP,"10,000",GROW,56.00,15
BN-08INBAR-CEL-LSP,"10,000",GROW,49.00,23
BN-08INBAR-CEL-LSP,"10,000",GROW,56.00,37
BN-08INBAR-CEL-LSP,"10,000",GROW,63.00,42
BN-08INBAR-CEL-MPT,"10,000",GROW,28.00,1
BN-08INBAR-CEL-MPT,"10,000",GROW,21.00,15
BN-08INBAR-CEL-MPT,"10,000",GROW,28.00,42
BN-08INBAR-CEL-MPT,"30,000",SPACE,28.00,1
BN-08INBAR-CEL-MSP,"10,000",GROW,56.00,1
BN-08INBAR-CEL-MSP,"10,000",GROW,49.00,15
BN-08INBAR-CEL-MSP,"10,000",GROW,56.00,42
BN-08INBAR-CEL-SPT,"10,000",GROW,21.00,1
BN-08INBAR-CEL-SPT,"30,000",SPACE,28.00,1
BN-08INBAR-CEL-SSP,"10,000",GROW,49.00,1
BN-08INBAR-GER-DSLSP,"10,000",GROW,84.00,1
BN-08INBAR-GER-DSLSP,"10,000",GROW,77.00,19
BN-08INBAR-GER-DSLSP,"10,000",GROW,84.00,37
BN-08INBAR-GER-DSMSP,"10,000",GROW,77.00,1
BN-08INBAR-GER-DSMSP,"10,000",GROW,70.00,19
BN-08INBAR-GER-DSMSP,"10,000",GROW,77.00,37
BN-08INBAR-GER-DSSSP,"10,000",GROW,77.00,1
BN-08INBAR-GER-DSSSP,"10,000",GROW,70.00,19
BN-08INBAR-GER-DSSSP,"10,000",GROW,77.00,37
BN-08INBAR-GER-LPT,"10,000",GROW,35.00,1
BN-08INBAR-GER-LPT,"10,000",GROW,28.00,15
BN-08INBAR-GER-LPT,"10,000",GROW,21.00,23
BN-08INBAR-GER-LPT,"10,000",GROW,28.00,37
BN-08INBAR-GER-LPT,"10,000",GROW,35.00,42
BN-08INBAR-GER-LPT,"30,000",SPACE,35.00,1
BN-08INBAR-GER-LPT,"30,000",SPACE,28.00,21
BN-08INBAR-GER-LPT,"30,000",SPACE,35.00,40
BN-08INBAR-GER-LSP,"10,000",GROW,70.00,1
BN-08INBAR-GER-LSP,"10,000",GROW,63.00,15
BN-08INBAR-GER-LSP,"10,000",GROW,56.00,21
BN-08INBAR-GER-LSP,"10,000",GROW,49.00,23
BN-08INBAR-GER-LSP,"10,000",GROW,56.00,37
BN-08INBAR-GER-LSP,"10,000",GROW,63.00,40
BN-08INBAR-GER-LSP,"10,000",GROW,70.00,42
BN-08INBAR-GER-MPT,"10,000",GROW,35.00,1
BN-08INBAR-GER-MPT,"10,000",GROW,28.00,15
BN-08INBAR-GER-MPT,"10,000",GROW,21.00,21
BN-08INBAR-GER-MPT,"10,000",GROW,28.00,40
BN-08INBAR-GER-MPT,"10,000",GROW,35.00,42
BN-08INBAR-GER-MPT,"30,000",SPACE,28.00,1
BN-08INBAR-GER-MSP,"10,000",GROW,63.00,1
BN-08INBAR-GER-MSP,"10,000",GROW,56.00,15
BN-08INBAR-GER-MSP,"10,000",GROW,49.00,21
BN-08INBAR-GER-MSP,"10,000",GROW,56.00,40
BN-08INBAR-GER-MSP,"10,000",GROW,63.00,42
BN-08INBAR-GER-SPT,"10,000",GROW,28.00,1
BN-08INBAR-GER-SPT,"10,000",GROW,21.00,17
BN-08INBAR-GER-SPT,"10,000",GROW,28.00,36
BN-08INBAR-GER-SPT,"30,000",SPACE,35.00,1
BN-08INBAR-GER-SPT,"30,000",SPACE,28.00,11
BN-08INBAR-GER-SPT,"30,000",SPACE,35.00,50
BN-08INBAR-GER-SSP,"10,000",GROW,63.00,1
BN-08INBAR-GER-SSP,"10,000",GROW,56.00,11
BN-08INBAR-GER-SSP,"10,000",GROW,49.00,17
BN-08INBAR-GER-SSP,"10,000",GROW,56.00,36
BN-08INBAR-GER-SSP,"10,000",GROW,63.00,50
BN-08INBAR-PEP-LSP,"10,000",GROW,98.00,1
BN-08INBAR-PEP-LSP,"10,000",GROW,91.00,15
BN-08INBAR-PEP-LSP,"10,000",GROW,84.00,24
BN-08INBAR-PEP-LSP,"10,000",GROW,84.00,35
BN-08INBAR-PEP-LSP,"10,000",GROW,84.00,36
BN-08INBAR-PEP-LSP,"10,000",GROW,91.00,37
BN-08INBAR-PEP-LSP,"10,000",GROW,91.00,38
BN-08INBAR-PEP-LSP,"10,000",GROW,91.00,39
BN-08INBAR-PEP-LSP,"10,000",GROW,91.00,40
BN-08INBAR-PEP-LSP,"10,000",GROW,98.00,41
BN-08INBAR-RUD-LPT,"10,000",GROW,28.00,1
BN-08INBAR-RUD-LPT,"10,000",GROW,21.00,23
BN-08INBAR-RUD-LPT,"10,000",GROW,28.00,37
BN-08INBAR-RUD-LPT,"30,000",SPACE,49.00,1
BN-08INBAR-RUD-LPT,"30,000",SPACE,42.00,15
BN-08INBAR-RUD-LPT,"30,000",SPACE,35.00,21
BN-08INBAR-RUD-LPT,"30,000",SPACE,28.00,23
BN-08INBAR-RUD-LPT,"30,000",SPACE,42.00,37
BN-08INBAR-RUD-LPT,"30,000",SPACE,49.00,42
BN-08INBAR-RUD-LSP,"10,000",GROW,77.00,1
BN-08INBAR-RUD-LSP,"10,000",GROW,70.00,15
BN-08INBAR-RUD-LSP,"10,000",GROW,63.00,21
BN-08INBAR-RUD-LSP,"10,000",GROW,49.00,23
BN-08INBAR-RUD-LSP,"10,000",GROW,70.00,37
BN-08INBAR-RUD-LSP,"10,000",GROW,77.00,42
BN-08INBAR-RUD-MPT,"10,000",GROW,28.00,1
BN-08INBAR-RUD-MPT,"10,000",GROW,21.00,21
BN-08INBAR-RUD-MPT,"10,000",GROW,28.00,37
BN-08INBAR-RUD-MPT,"30,000",SPACE,42.00,1
BN-08INBAR-RUD-MPT,"30,000",SPACE,35.00,15
BN-08INBAR-RUD-MPT,"30,000",SPACE,28.00,23
BN-08INBAR-RUD-MPT,"30,000",SPACE,35.00,37
BN-08INBAR-RUD-MPT,"30,000",SPACE,42.00,42
BN-08INBAR-RUD-MSP,"10,000",GROW,70.00,1
BN-08INBAR-RUD-MSP,"10,000",GROW,63.00,15
BN-08INBAR-RUD-MSP,"10,000",GROW,56.00,21
BN-08INBAR-RUD-MSP,"10,000",GROW,49.00,23
BN-08INBAR-RUD-MSP,"10,000",GROW,63.00,37
BN-08INBAR-RUD-MSP,"10,000",GROW,70.00,42
BN-08INBAR-RUD-SPT,"10,000",GROW,28.00,1
BN-08INBAR-RUD-SPT,"10,000",GROW,21.00,15
BN-08INBAR-RUD-SPT,"10,000",GROW,28.00,42
BN-08INBAR-RUD-SPT,"30,000",SPACE,35.00,1
BN-08INBAR-RUD-SPT,"30,000",SPACE,28.00,23
BN-08INBAR-RUD-SPT,"30,000",SPACE,35.00,37
BN-08INBAR-RUD-SSP,"10,000",GROW,63.00,1
BN-08INBAR-RUD-SSP,"10,000",GROW,56.00,15
BN-08INBAR-RUD-SSP,"10,000",GROW,49.00,23
BN-08INBAR-RUD-SSP,"10,000",GROW,56.00,37
BN-08INBAR-RUD-SSP,"10,000",GROW,63.00,42
BN-08INBEL-BEG-LPT,"10,000",GROW,35.00,1
BN-08INBEL-BEG-LPT,"10,000",GROW,28.00,15
BN-08INBEL-BEG-LPT,"10,000",GROW,21.00,23
BN-08INBEL-BEG-LPT,"10,000",GROW,28.00,31
BN-08INBEL-BEG-LPT,"10,000",GROW,35.00,41
BN-08INBEL-BEG-LPT,"30,000",SPACE,35.00,1
BN-08INBEL-BEG-LPT,"30,000",SPACE,28.00,21
BN-08INBEL-BEG-LPT,"30,000",SPACE,35.00,34
BN-08INBEL-BEG-LSP,"10,000",GROW,70.00,1
BN-08INBEL-BEG-LSP,"10,000",GROW,63.00,15
BN-08INBEL-BEG-LSP,"10,000",GROW,56.00,21
BN-08INBEL-BEG-LSP,"10,000",GROW,49.00,23
BN-08INBEL-BEG-LSP,"10,000",GROW,56.00,31
BN-08INBEL-BEG-LSP,"10,000",GROW,63.00,34
BN-08INBEL-BEG-LSP,"10,000",GROW,70.00,41
BN-08INBEL-BEG-MPT,"10,000",GROW,28.00,1
BN-08INBEL-BEG-MPT,"10,000",GROW,21.00,21
BN-08INBEL-BEG-MPT,"10,000",GROW,28.00,35
BN-08INBEL-BEG-MPT,"30,000",SPACE,35.00,1
BN-08INBEL-BEG-MPT,"30,000",SPACE,28.00,15
BN-08INBEL-BEG-MPT,"30,000",SPACE,35.00,41
BN-08INBEL-BEG-MSP,"10,000",GROW,63.00,1
BN-08INBEL-BEG-MSP,"10,000",GROW,56.00,15
BN-08INBEL-BEG-MSP,"10,000",GROW,49.00,21
BN-08INBEL-BEG-MSP,"10,000",GROW,56.00,35
BN-08INBEL-BEG-MSP,"10,000",GROW,63.00,41
BN-08INBEL-BEG-SPT,"10,000",GROW,28.00,1
BN-08INBEL-BEG-SPT,"10,000",GROW,21.00,15
BN-08INBEL-BEG-SPT,"10,000",GROW,28.00,35
BN-08INBEL-BEG-SPT,"30,000",SPACE,28.00,1
BN-08INBEL-BEG-SSP,"10,000",GROW,56.00,1
BN-08INBEL-BEG-SSP,"10,000",GROW,49.00,15
BN-08INBEL-BEG-SSP,"10,000",GROW,56.00,35
BN-08INBEL-CEL-DSLSP,"10,000",GROW,63.00,1
BN-08INBEL-CEL-DSLSP,"10,000",GROW,56.00,15
BN-08INBEL-CEL-DSLSP,"10,000",GROW,49.00,21
BN-08INBEL-CEL-DSLSP,"10,000",GROW,56.00,37
BN-08INBEL-CEL-DSLSP,"10,000",GROW,63.00,42
BN-08INBEL-CEL-DSMSP,"10,000",GROW,56.00,1
BN-08INBEL-CEL-DSMSP,"10,000",GROW,49.00,15
BN-08INBEL-CEL-DSMSP,"10,000",GROW,56.00,42
BN-08INBEL-CEL-DSSSP,"10,000",GROW,49.00,1
BN-08INBEL-CEL-LPT,"10,000",GROW,28.00,1
BN-08INBEL-CEL-LPT,"10,000",GROW,21.00,21
BN-08INBEL-CEL-LPT,"10,000",GROW,28.00,37
BN-08INBEL-CEL-LPT,"30,000",SPACE,35.00,1
BN-08INBEL-CEL-LPT,"30,000",SPACE,28.00,15
BN-08INBEL-CEL-LPT,"30,000",SPACE,21.00,23
BN-08INBEL-CEL-LPT,"30,000",SPACE,28.00,37
BN-08INBEL-CEL-LPT,"30,000",SPACE,35.00,42
BN-08INBEL-CEL-LSP,"10,000",GROW,63.00,1
BN-08INBEL-CEL-LSP,"10,000",GROW,56.00,15
BN-08INBEL-CEL-LSP,"10,000",GROW,49.00,21
BN-08INBEL-CEL-LSP,"10,000",GROW,42.00,23
BN-08INBEL-CEL-LSP,"10,000",GROW,56.00,37
BN-08INBEL-CEL-LSP,"10,000",GROW,63.00,42
BN-08INBEL-CEL-MPT,"10,000",GROW,28.00,1
BN-08INBEL-CEL-MPT,"10,000",GROW,21.00,15
BN-08INBEL-CEL-MPT,"10,000",GROW,28.00,42
BN-08INBEL-CEL-MPT,"30,000",SPACE,28.00,1
BN-08INBEL-CEL-MPT,"30,000",SPACE,21.00,21
BN-08INBEL-CEL-MPT,"30,000",SPACE,28.00,37
BN-08INBEL-CEL-MSP,"10,000",GROW,56.00,1
BN-08INBEL-CEL-MSP,"10,000",GROW,49.00,15
BN-08INBEL-CEL-MSP,"10,000",GROW,42.00,21
BN-08INBEL-CEL-MSP,"10,000",GROW,49.00,37
BN-08INBEL-CEL-MSP,"10,000",GROW,56.00,42
BN-08INBEL-CEL-SPT,"10,000",GROW,21.00,1
BN-08INBEL-CEL-SPT,"30,000",SPACE,28.00,1
BN-08INBEL-CEL-SPT,"30,000",SPACE,21.00,15
BN-08INBEL-CEL-SPT,"30,000",SPACE,28.00,42
BN-08INBEL-CEL-SSP,"10,000",GROW,49.00,1
BN-08INBEL-CEL-SSP,"10,000",GROW,42.00,15
BN-08INBEL-CEL-SSP,"10,000",GROW,49.00,42
BN-08INBEL-CIN-LPT,"10,000",GROW,42.00,1
BN-08INBEL-CIN-LPT,"30,000",SPACE,56.00,1
BN-08INBEL-CIN-LPT,"30,000",SPACE,49.00,15
BN-08INBEL-CIN-LPT,"30,000",SPACE,42.00,21
BN-08INBEL-CIN-LPT,"30,000",SPACE,35.00,23
BN-08INBEL-CIN-LPT,"30,000",SPACE,49.00,37
BN-08INBEL-CIN-LPT,"30,000",SPACE,56.00,42
BN-08INBEL-CIN-LSP,"10,000",GROW,98.00,1
BN-08INBEL-CIN-LSP,"10,000",GROW,91.00,15
BN-08INBEL-CIN-LSP,"10,000",GROW,84.00,21
BN-08INBEL-CIN-LSP,"10,000",GROW,77.00,23
BN-08INBEL-CIN-LSP,"10,000",GROW,91.00,37
BN-08INBEL-CIN-LSP,"10,000",GROW,98.00,42
BN-08INBEL-CIN-MPT,"10,000",GROW,42.00,1
BN-08INBEL-CIN-MPT,"10,000",GROW,35.00,21
BN-08INBEL-CIN-MPT,"10,000",GROW,42.00,23
BN-08INBEL-CIN-MPT,"30,000",SPACE,49.00,1
BN-08INBEL-CIN-MPT,"30,000",SPACE,42.00,15
BN-08INBEL-CIN-MPT,"30,000",SPACE,35.00,23
BN-08INBEL-CIN-MPT,"30,000",SPACE,42.00,37
BN-08INBEL-CIN-MPT,"30,000",SPACE,49.00,42
BN-08INBEL-CIN-MSP,"10,000",GROW,91.00,1
BN-08INBEL-CIN-MSP,"10,000",GROW,84.00,15
BN-08INBEL-CIN-MSP,"10,000",GROW,77.00,21
